PART	ANALITO	RESP	S1_NOME_SA	S2_NOME_SA
10567	Corpos Cet獼icos.	150 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
10567	Glicose.	1000 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
10567	Hemoglobina Hemolisada.	250 Ery/無	Combur 10M	Urisys 1800/ Cobas u411
10567	Leucocitos.	500 leu/無	Combur 10M	Urisys 1800/ Cobas u411
10567	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
10567	Prote璯as.	500 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
10567	Urobilinog瘽io.	12 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
10573	Bilirrubina.	6,0 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
10573	Corpos Cet獼icos.	150 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
10573	Glicose.	1000 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
10573	Hemoglobina Hemolisada.	250 Ery/無	Combur 10M	Urisys 1800/ Cobas u411
10573	Leucocitos.	500 leu/無	Combur 10M	Urisys 1800/ Cobas u411
10573	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
10573	Prote璯as.	500 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
10573	Urobilinog瘽io.	12 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
10582	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
10582	Corpos Cet獼icos.	40 mg/dL	Uricolor Check	Leitura visual
10582	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
10582	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
10582	Leucocitos.	25 leu/無	Uricolor Check	Leitura visual
10582	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
10582	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
10582	Urobilinog瘽io.	2 mg/dL	Uricolor Check	Leitura visual
10585	Bilirrubina.	1,0 mg/dL	Uriscan 11	Uriscan PRO / S300
10585	Corpos Cet獼icos.	100 mg/dL	Uriscan 11	Uriscan PRO / S300
10585	Glicose.	500 mg/dL	Uriscan 11	Uriscan PRO / S300
10585	Hemoglobina Hemolisada.	250 Ery/無	Uriscan 11	Uriscan PRO / S300
10585	Leucocitos.	10 leu/無	Uriscan 11	Uriscan PRO / S300
10585	Nitrito.	0,2 mg/dL	Uriscan 11	Uriscan PRO / S300
10585	Prote璯as.	300 mg/dL	Uriscan 11	Uriscan PRO / S300
10585	Urobilinog瘽io.	12 mg/dL	Uriscan 11	Uriscan PRO / S300
10607	Bilirrubina.	0 mg/dL	Urofita 10DL	Uryxxon 500
10607	Corpos Cet獼icos.	0 mg/dL	Urofita 10DL	Uryxxon 500
10607	Glicose.	500 mg/dL	Urofita 10DL	Uryxxon 500
10607	Hemoglobina Hemolisada.	125 Ery/無	Urofita 10DL	Uryxxon 500
10607	Leucocitos.	0 leu/無	Urofita 10DL	Uryxxon 500
10607	Nitrito.	0,2 mg/dL	Urofita 10DL	Uryxxon 500
10607	Prote璯as.	30 mg/dL	Urofita 10DL	Uryxxon 500
10607	Urobilinog瘽io.	0,2 mg/dL	Urofita 10DL	Uryxxon 500
10617	Bilirrubina.	0 mg/dL	Uricolor Check	Leitura visual
10617	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
10617	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
10617	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
10617	Leucocitos.	125 leu/無	Uricolor Check	Leitura visual
10617	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
10617	Prote璯as.	300 mg/dL	Uricolor Check	Leitura visual
10617	Urobilinog瘽io.	0,2 mg/dL	Uricolor Check	Leitura visual
10619	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
10619	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
10619	Glicose.	1000 mg/dL	Uricolor Check	Leitura visual
10619	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
10619	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
10619	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
10619	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
10619	Urobilinog瘽io.	0,2 mg/dL	Uricolor Check	Leitura visual
10623	Bilirrubina.	2 mg/dL	Multistix 10SG	Clinitek Advantus
10623	Corpos Cet獼icos.	80 mg/dL	Multistix 10SG	Clinitek Advantus
10623	Glicose.	500 mg/dL	Multistix 10SG	Clinitek Advantus
10623	Hemoglobina Hemolisada.	125 Ery/無	Multistix 10SG	Clinitek Advantus
10623	Leucocitos.	15 leu/無	Multistix 10SG	Clinitek Advantus
10623	Nitrito.	0,2 mg/dL	Multistix 10SG	Clinitek Advantus
10623	Prote璯as.	100 mg/dL	Multistix 10SG	Clinitek Advantus
10623	Urobilinog瘽io.	8 mg/dL	Multistix 10SG	Clinitek Advantus
10624	Bilirrubina.	4,0 mg/dL	Uriaction 10	Leitura visual
10624	Corpos Cet獼icos.	40 mg/dL	Uriaction 10	Leitura visual
10624	Glicose.	500 mg/dL	Uriaction 10	Leitura visual
10624	Hemoglobina Hemolisada.	200 Ery/無	Uriaction 10	Leitura visual
10624	Leucocitos.	70 leu/無	Uriaction 10	Leitura visual
10624	Nitrito.	0,1 mg/dL	Uriaction 10	Leitura visual
10624	Prote璯as.	2000 mg/dL	Uriaction 10	Leitura visual
10624	Urobilinog瘽io.	12 mg/dL	Uriaction 10	Leitura visual
10627	Bilirrubina.	2 mg/dL	Multistix 10SG	Clinitek Advantus
10627	Corpos Cet獼icos.	80 mg/dL	Multistix 10SG	Clinitek Advantus
10627	Glicose.	500 mg/dL	Multistix 10SG	Clinitek Advantus
10627	Hemoglobina Hemolisada.	250 Ery/無	Multistix 10SG	Clinitek Advantus
10627	Leucocitos.	0 leu/無	Multistix 10SG	Clinitek Advantus
10627	Nitrito.	0,2 mg/dL	Multistix 10SG	Clinitek Advantus
10627	Prote璯as.	300 mg/dL	Multistix 10SG	Clinitek Advantus
10627	Urobilinog瘽io.	8 mg/dL	Multistix 10SG	Clinitek Advantus
10629	Bilirrubina.	3 mg/dL	Multistix 10SG	Clinitek Advantus
10629	Corpos Cet獼icos.	40 mg/dL	Multistix 10SG	Clinitek Advantus
10629	Glicose.	500 mg/dL	Multistix 10SG	Clinitek Advantus
10629	Hemoglobina Hemolisada.	250 Ery/無	Multistix 10SG	Clinitek Advantus
10629	Leucocitos.	0 leu/無	Multistix 10SG	Clinitek Advantus
10629	Nitrito.	0,2 mg/dL	Multistix 10SG	Clinitek Advantus
10629	Prote璯as.	300 mg/dL	Multistix 10SG	Clinitek Advantus
10629	Urobilinog瘽io.	8 mg/dL	Multistix 10SG	Clinitek Advantus
10636	Corpos Cet獼icos.	0 mg/dL	Uricolor Check	Urivision 720
10636	Hemoglobina Hemolisada.	0 Ery/無	Uricolor Check	Urivision 720
10636	Nitrito.	0 mg/dL	Uricolor Check	Urivision 720
10636	Prote璯as.	0 mg/dL	Uricolor Check	Urivision 720
10636	Urobilinog瘽io.	0,2 mg/dL	Uricolor Check	Urivision 720
10639	Bilirrubina.	4,0 mg/dL	Urofita 10DL	Uryxxon 500
10639	Corpos Cet獼icos.	100 mg/dL	Urofita 10DL	Uryxxon 500
10639	Glicose.	500 mg/dL	Urofita 10DL	Uryxxon 500
10639	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DL	Uryxxon 500
10639	Leucocitos.	25 leu/無	Urofita 10DL	Uryxxon 500
10639	Nitrito.	0,2 mg/dL	Urofita 10DL	Uryxxon 500
10639	Prote璯as.	500 mg/dL	Urofita 10DL	Uryxxon 500
10639	Urobilinog瘽io.	4 mg/dL	Urofita 10DL	Uryxxon 500
10655	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
10655	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
10655	Glicose.	250 mg/dL	Uricolor Check	Leitura visual
10655	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
10655	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
10655	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
10655	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
10655	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
10959	Bilirrubina.	0 mg/dL	wama	nao se aplica
10959	Corpos Cet獼icos.	0 mg/dL	wama	nao se aplica
10959	Glicose.	80 mg/dL	wama	nao se aplica
10959	Hemoglobina Hemolisada.	0 Ery/無	wama	nao se aplica
10959	Leucocitos.	0 leu/無	wama	nao se aplica
10959	Nitrito.	0,2 mg/dL	wama	nao se aplica
10959	Prote璯as.	0 mg/dL	wama	nao se aplica
10959	Urobilinog瘽io.	0,2 mg/dL	wama	nao se aplica
11071	Bilirrubina.	2,0 mg/dL	Meditape UC-11A	Sysmex UC 1000
11071	Corpos Cet獼icos.	30 mg/dL	Meditape UC-11A	Sysmex UC 1000
11071	Glicose.	500 mg/dL	Meditape UC-11A	Sysmex UC 1000
11071	Hemoglobina Hemolisada.	250 Ery/無	Meditape UC-11A	Sysmex UC 1000
11071	Nitrito.	0,2 mg/dL	Meditape UC-11A	Sysmex UC 1000
11071	Prote璯as.	300 mg/dL	Meditape UC-11A	Sysmex UC 1000
11071	Urobilinog瘽io.	4 mg/dL	Meditape UC-11A	Sysmex UC 1000
11072	Bilirrubina.	0 mg/dL	URI-10	Leitura visual
11072	Corpos Cet獼icos.	0 mg/dL	URI-10	Leitura visual
11072	Glicose.	100 mg/dL	URI-10	Leitura visual
11072	Hemoglobina Hemolisada.	25 Ery/無	URI-10	Leitura visual
11072	Leucocitos.	0 leu/無	URI-10	Leitura visual
11072	Nitrito.	0 mg/dL	URI-10	Leitura visual
11072	Prote璯as.	300 mg/dL	URI-10	Leitura visual
11072	Urobilinog瘽io.	0,2 mg/dL	URI-10	Leitura visual
11087	Bilirrubina.	3 mg/dL	Uricolor Check	Urivision
11087	Corpos Cet獼icos.	40 mg/dL	Uricolor Check	Urivision
11087	Glicose.	1000 mg/dL	Uricolor Check	Urivision
11087	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Urivision
11087	Leucocitos.	0 leu/無	Uricolor Check	Urivision
11087	Nitrito.	0,2 mg/dL	Uricolor Check	Urivision
11087	Prote璯as.	100 mg/dL	Uricolor Check	Urivision
11087	Urobilinog瘽io.	8 mg/dL	Uricolor Check	Urivision
11096	Bilirrubina.	4,0 mg/dL	Urofita 10DLU	Uryxxon 300
11096	Corpos Cet獼icos.	100 mg/dL	Urofita 10DLU	Uryxxon 300
11096	Glicose.	500 mg/dL	Urofita 10DLU	Uryxxon 300
11096	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DLU	Uryxxon 300
11096	Leucocitos.	75 leu/無	Urofita 10DLU	Uryxxon 300
11096	Nitrito.	0,2 mg/dL	Urofita 10DLU	Uryxxon 300
11096	Prote璯as.	500 mg/dL	Urofita 10DLU	Uryxxon 300
11096	Urobilinog瘽io.	4 mg/dL	Urofita 10DLU	Uryxxon 300
11105	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
11105	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
11105	Glicose.	250 mg/dL	Uricolor Check	Leitura visual
11105	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
11105	Leucocitos.	25 leu/無	Uricolor Check	Leitura visual
11105	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
11105	Prote璯as.	300 mg/dL	Uricolor Check	Leitura visual
11105	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
11127	Bilirrubina.	4,0 mg/dL	Urofita 10DLU	Uryxxon 500
11127	Corpos Cet獼icos.	100 mg/dL	Urofita 10DLU	Uryxxon 500
11127	Glicose.	500 mg/dL	Urofita 10DLU	Uryxxon 500
11127	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DLU	Uryxxon 500
11127	Leucocitos.	75 leu/無	Urofita 10DLU	Uryxxon 500
11127	Nitrito.	0,2 mg/dL	Urofita 10DLU	Uryxxon 500
11127	Prote璯as.	500 mg/dL	Urofita 10DLU	Uryxxon 500
11127	Urobilinog瘽io.	4 mg/dL	Urofita 10DLU	Uryxxon 500
11157	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
11157	Corpos Cet獼icos.	40 mg/dL	Uricolor Check	Leitura visual
11157	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
11157	Hemoglobina Hemolisada.	125 Ery/無	Uricolor Check	Leitura visual
11157	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
11157	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
11157	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
11157	Urobilinog瘽io.	8 mg/dL	Uricolor Check	Leitura visual
11158	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
11158	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
11158	Glicose.	250 mg/dL	Uricolor Check	Leitura visual
11158	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
11158	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
11158	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
11158	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
11158	Urobilinog瘽io.	2 mg/dL	Uricolor Check	Leitura visual
11159	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
11159	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
11159	Glicose.	250 mg/dL	Uricolor Check	Leitura visual
11159	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
11159	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
11159	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
11159	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
11159	Urobilinog瘽io.	2 mg/dL	Uricolor Check	Leitura visual
11162	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
11162	Corpos Cet獼icos.	40 mg/dL	Uricolor Check	Leitura visual
11162	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
11162	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
11162	Leucocitos.	25 leu/無	Uricolor Check	Leitura visual
11162	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
11162	Prote璯as.	300 mg/dL	Uricolor Check	Leitura visual
11162	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
11163	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
11163	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
11163	Glicose.	250 mg/dL	Uricolor Check	Leitura visual
11163	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
11163	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
11163	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
11163	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
11163	Urobilinog瘽io.	2 mg/dL	Uricolor Check	Leitura visual
11164	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
11164	Corpos Cet獼icos.	40 mg/dL	Uricolor Check	Leitura visual
11164	Glicose.	250 mg/dL	Uricolor Check	Leitura visual
11164	Hemoglobina Hemolisada.	125 Ery/無	Uricolor Check	Leitura visual
11164	Leucocitos.	15 leu/無	Uricolor Check	Leitura visual
11164	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
11164	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
11164	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
11170	Bilirrubina.	3 mg/dL	Urofita 10DL	Leitura visual
11170	Corpos Cet獼icos.	80 mg/dL	Urofita 10DL	Leitura visual
11170	Glicose.	1000 mg/dL	Urofita 10DL	Leitura visual
11170	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DL	Leitura visual
11170	Leucocitos.	500 leu/無	Urofita 10DL	Leitura visual
11170	Nitrito.	0,2 mg/dL	Urofita 10DL	Leitura visual
11170	Prote璯as.	500 mg/dL	Urofita 10DL	Leitura visual
11170	Urobilinog瘽io.	8 mg/dL	Urofita 10DL	Leitura visual
11175	Bilirrubina.	3 mg/dL	Urofita 10DL	Leitura visual
11175	Corpos Cet獼icos.	40 mg/dL	Urofita 10DL	Leitura visual
11175	Glicose.	500 mg/dL	Urofita 10DL	Leitura visual
11175	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DL	Leitura visual
11175	Leucocitos.	0 leu/無	Urofita 10DL	Leitura visual
11175	Nitrito.	0,2 mg/dL	Urofita 10DL	Leitura visual
11175	Prote璯as.	100 mg/dL	Urofita 10DL	Leitura visual
11175	Urobilinog瘽io.	8 mg/dL	Urofita 10DL	Leitura visual
11179	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
11179	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
11179	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
11179	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
11179	Leucocitos.	25 leu/無	Uricolor Check	Leitura visual
11179	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
11179	Prote璯as.	300 mg/dL	Uricolor Check	Leitura visual
11179	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
11183	Bilirrubina.	6,0 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11183	Corpos Cet獼icos.	150 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11183	Glicose.	1000 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11183	Hemoglobina Hemolisada.	250 Ery/無	Combur 10M	Urisys 1800/ Cobas u411
11183	Leucocitos.	500 leu/無	Combur 10M	Urisys 1800/ Cobas u411
11183	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11183	Prote璯as.	500 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11183	Urobilinog瘽io.	12 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11195	Bilirrubina.	3 mg/dL	Combur 10UX	Leitura visual
11195	Corpos Cet獼icos.	150 mg/dL	Combur 10UX	Leitura visual
11195	Glicose.	300 mg/dL	Combur 10UX	Leitura visual
11195	Hemoglobina Hemolisada.	250 Ery/無	Combur 10UX	Leitura visual
11195	Leucocitos.	75 leu/無	Combur 10UX	Leitura visual
11195	Nitrito.	0,2 mg/dL	Combur 10UX	Leitura visual
11195	Prote璯as.	500 mg/dL	Combur 10UX	Leitura visual
11195	Urobilinog瘽io.	8 mg/dL	Combur 10UX	Leitura visual
11196	Bilirrubina.	6,0 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11196	Corpos Cet獼icos.	150 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11196	Glicose.	1000 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11196	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11196	Prote璯as.	500 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11196	Urobilinog瘽io.	12 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11197	Bilirrubina.	4,0 mg/dL	Urofita 10DLU	Uryxxon 500
11197	Corpos Cet獼icos.	100 mg/dL	Urofita 10DLU	Uryxxon 500
11197	Glicose.	500 mg/dL	Urofita 10DLU	Uryxxon 500
11197	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DLU	Uryxxon 500
11197	Leucocitos.	25 leu/無	Urofita 10DLU	Uryxxon 500
11197	Nitrito.	0,2 mg/dL	Urofita 10DLU	Uryxxon 500
11197	Prote璯as.	500 mg/dL	Urofita 10DLU	Uryxxon 500
11197	Urobilinog瘽io.	4 mg/dL	Urofita 10DLU	Uryxxon 500
11198	Bilirrubina.	4,0 mg/dL	Urofita 10DLU	Uryxxon 500
11198	Corpos Cet獼icos.	100 mg/dL	Urofita 10DLU	Uryxxon 500
11198	Glicose.	500 mg/dL	Urofita 10DLU	Uryxxon 500
11198	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DLU	Uryxxon 500
11198	Leucocitos.	25 leu/無	Urofita 10DLU	Uryxxon 500
11198	Nitrito.	0,2 mg/dL	Urofita 10DLU	Uryxxon 500
11198	Prote璯as.	500 mg/dL	Urofita 10DLU	Uryxxon 500
11198	Urobilinog瘽io.	4 mg/dL	Urofita 10DLU	Uryxxon 500
11201	Bilirrubina.	6,0 mg/dL	Cobas u pack	Cobas u 601
11201	Corpos Cet獼icos.	150 mg/dL	Cobas u pack	Cobas u 601
11201	Glicose.	1000 mg/dL	Cobas u pack	Cobas u 601
11201	Hemoglobina Hemolisada.	250 Ery/無	Cobas u pack	Cobas u 601
11201	Leucocitos.	100 leu/無	Cobas u pack	Cobas u 601
11201	Nitrito.	0,2 mg/dL	Cobas u pack	Cobas u 601
11201	Prote璯as.	500 mg/dL	Cobas u pack	Cobas u 601
11201	Urobilinog瘽io.	12 mg/dL	Cobas u pack	Cobas u 601
11212	Bilirrubina.	3,0 mg/dL	Uriscan 11	Uriscan PRO / S300
11212	Hemoglobina Hemolisada.	250 Ery/無	Uriscan 11	Uriscan PRO / S300
11212	Leucocitos.	25 leu/無	Uriscan 11	Uriscan PRO / S300
11212	Nitrito.	0,2 mg/dL	Uriscan 11	Uriscan PRO / S300
11212	Prote璯as.	300 mg/dL	Uriscan 11	Uriscan PRO / S300
11212	Urobilinog瘽io.	12 mg/dL	Uriscan 11	Uriscan PRO / S300
11245	Bilirrubina.	3 mg/dL	Combur 10M	Leitura visual
11245	Corpos Cet獼icos.	40 mg/dL	Combur 10M	Leitura visual
11245	Leucocitos.	0 leu/無	Combur 10M	Leitura visual
11245	Nitrito.	0,2 mg/dL	Combur 10M	Leitura visual
11270	Bilirrubina.	1 mg/dL	Uricolor Check	Leitura visual
11270	Corpos Cet獼icos.	0 mg/dL	Uricolor Check	Leitura visual
11270	Glicose.	250 mg/dL	Uricolor Check	Leitura visual
11270	Hemoglobina Hemolisada.	125 Ery/無	Uricolor Check	Leitura visual
11270	Leucocitos.	25 leu/無	Uricolor Check	Leitura visual
11270	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
11270	Prote璯as.	15 mg/dL	Uricolor Check	Leitura visual
11270	Urobilinog瘽io.	0,2 mg/dL	Uricolor Check	Leitura visual
11271	Bilirrubina.	3 mg/dL	Clinitek Novus 10	Clinitek Novus
11271	Corpos Cet獼icos.	80 mg/dL	Clinitek Novus 10	Clinitek Novus
11271	Glicose.	500 mg/dL	Clinitek Novus 10	Clinitek Novus
11271	Hemoglobina Hemolisada.	250 Ery/無	Clinitek Novus 10	Clinitek Novus
11271	Leucocitos.	125 leu/無	Clinitek Novus 10	Clinitek Novus
11271	Nitrito.	0,2 mg/dL	Clinitek Novus 10	Clinitek Novus
11271	Prote璯as.	300 mg/dL	Clinitek Novus 10	Clinitek Novus
11271	Urobilinog瘽io.	4 mg/dL	Clinitek Novus 10	Clinitek Novus
11272	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
11272	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
11272	Glicose.	1000 mg/dL	Uricolor Check	Leitura visual
11272	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
11272	Leucocitos.	15 leu/無	Uricolor Check	Leitura visual
11272	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
11272	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
11272	Urobilinog瘽io.	2 mg/dL	Uricolor Check	Leitura visual
11282	Bilirrubina.	6,0 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11282	Corpos Cet獼icos.	150 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11282	Glicose.	1000 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11282	Hemoglobina Hemolisada.	250 Ery/無	Combur 10M	Urisys 1800/ Cobas u411
11282	Leucocitos.	100 leu/無	Combur 10M	Urisys 1800/ Cobas u411
11282	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11282	Prote璯as.	150 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11282	Urobilinog瘽io.	12 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11294	Bilirrubina.	4,0 mg/dL	Urofita 10DLU	Uryxxon 500
11294	Corpos Cet獼icos.	25 mg/dL	Urofita 10DLU	Uryxxon 500
11294	Glicose.	500 mg/dL	Urofita 10DLU	Uryxxon 500
11294	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DLU	Uryxxon 500
11294	Leucocitos.	75 leu/無	Urofita 10DLU	Uryxxon 500
11294	Nitrito.	0,2 mg/dL	Urofita 10DLU	Uryxxon 500
11294	Prote璯as.	500 mg/dL	Urofita 10DLU	Uryxxon 500
11294	Urobilinog瘽io.	2 mg/dL	Urofita 10DLU	Uryxxon 500
11298	Bilirrubina.	6,0 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11298	Corpos Cet獼icos.	150 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11298	Glicose.	1000 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11298	Leucocitos.	500 leu/無	Combur 10M	Urisys 1800/ Cobas u411
11298	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11298	Prote璯as.	500 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11298	Urobilinog瘽io.	12 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
11299	Bilirrubina.	3 mg/dL	Urofita 10DL	Leitura visual
11299	Corpos Cet獼icos.	80 mg/dL	Urofita 10DL	Leitura visual
11299	Glicose.	1000 mg/dL	Urofita 10DL	Leitura visual
11299	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DL	Leitura visual
11299	Leucocitos.	25 leu/無	Urofita 10DL	Leitura visual
11299	Nitrito.	0,2 mg/dL	Urofita 10DL	Leitura visual
11299	Prote璯as.	100 mg/dL	Urofita 10DL	Leitura visual
11299	Urobilinog瘽io.	12 mg/dL	Urofita 10DL	Leitura visual
11314	Bilirrubina.	6,0 mg/dL	Urisys 2400 Cassete	Urisys 2400
11314	Corpos Cet獼icos.	150 mg/dL	Urisys 2400 Cassete	Urisys 2400
11314	Glicose.	1000 mg/dL	Urisys 2400 Cassete	Urisys 2400
11314	Hemoglobina Hemolisada.	250 Ery/無	Urisys 2400 Cassete	Urisys 2400
11314	Leucocitos.	100 leu/無	Urisys 2400 Cassete	Urisys 2400
11314	Nitrito.	0,2 mg/dL	Urisys 2400 Cassete	Urisys 2400
11314	Prote璯as.	500 mg/dL	Urisys 2400 Cassete	Urisys 2400
11314	Urobilinog瘽io.	12 mg/dL	Urisys 2400 Cassete	Urisys 2400
11330	Bilirrubina.	3 mg/dL	Urofita 10DLU	Leitura visual
11330	Corpos Cet獼icos.	80 mg/dL	Urofita 10DLU	Leitura visual
11330	Glicose.	1000 mg/dL	Urofita 10DLU	Leitura visual
11330	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DLU	Leitura visual
11330	Leucocitos.	25 leu/無	Urofita 10DLU	Leitura visual
11330	Nitrito.	0,2 mg/dL	Urofita 10DLU	Leitura visual
11330	Prote璯as.	100 mg/dL	Urofita 10DLU	Leitura visual
11330	Urobilinog瘽io.	4 mg/dL	Urofita 10DLU	Leitura visual
11347	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
11347	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
